布托总统和夫人看望张茜同志    对陈毅同志逝世表示深切悼念,1972-02-03,1972-02,体育
坦桑尼亚皮鞋制造厂举行开工典礼    卡瓦瓦总理出席并在我临时代办陪同下参观各车间,1972-03-21,1972-03,体育
瑞典乒乓球二队到京,1972-03-29,1972-03,体育
加强集体领导搞好革命团结    中共长沙市委联系实际看书学习，提高了觉悟，增强了党的战斗力,1972-04-24,1972-04,体育
在庆祝朝鲜人民革命军创建四十周年的宴会上    玄峻极大使的讲话,1972-04-26,1972-04,体育
中国乒乓球代表团离京前往日本访问,1972-05-10,1972-05,体育
罗马尼亚爱国卫队代表团离京回国    王新亭副总参谋长等负责人及首都民兵代表到机场欢送,1972-05-14,1972-05,体育
在回国途经上海的时候  西亚德主席给周恩来总理的感谢电,1972-05-26,1972-05,体育
为出席联合国人类环境会议的代表    瑞典王国政府举行欢迎仪式    阿道夫·古斯塔夫六世国王出席帕尔梅首相讲话,1972-06-06,1972-06,体育
前往阿尔巴尼亚、罗马尼亚进行友好访问    我农业代表团离京,1972-07-01,1972-07,体育
昔阳县抓好路线教育克服靠天等雨思想把当前抗旱同长远水利建设结合起来,1972-07-15,1972-07,体育
中共山西省翼城县委坚持对下乡知识青年进行路线教育,1972-07-15,1972-07,体育
普通委员	——沈阳桥梁厂党委书记徐东发扬民主的二三事,1972-07-19,1972-07,体育
董必武代主席电贺不丹国王吉格梅·辛格·旺楚克继承王位,1972-08-01,1972-08,体育
我男篮代表团结束对苏丹的友好访问,1972-08-02,1972-08,体育
我政府贸易代表团抵秘鲁访问受到贝拉斯科总统的代表等的欢迎,1972-08-04,1972-08,体育
姬鹏飞部长举行宴会热烈欢迎喀麦隆联合共和国政府代表团在洋溢着热烈友好气氛的宴会上，    姬鹏飞部长和樊尚·埃丰部长先后讲话,1972-08-14,1972-08,体育
圆满结束对我国山东省的正式访问西哈努克亲王和夫人到达北京宾努首相和夫人，周恩来叶剑英李先念郭沫若邓颖超等到车站热烈欢迎,1972-08-21,1972-08,体育
亚洲乒乓球联盟副主席图尔克到京,1972-08-25,1972-08,体育
亚洲乒乓球锦标赛单项比赛开始比赛场上洋溢着友好的气氛,1972-09-10,1972-09,体育
斯里兰卡代理体育部长接见我羽毛球代表团,1972-09-12,1972-09,体育
为第九届阿尔及尔国际博览会中国馆日我驻阿尔及利亚大使和中国馆馆长举行招待会,1972-09-14,1972-09,体育
中日人民友谊之花——记发生在连云港的故事,1972-10-14,1972-10,体育
结束对英国的访问后我科学家代表团到瑞典访问,1972-10-22,1972-10,体育
结束了在我国的友好访问朝民主妇女同盟代表团回国,1972-10-27,1972-10,体育
日本国民赠送中国人民的大山樱花树苗和落叶松树苗运抵北京,1972-10-29,1972-10,体育
广州铁路分局韶关机务段党委	组织技术人员为革命钻研技术,1972-11-01,1972-11,体育
最热烈祝贺柬埔寨王国国庆十九周年金日成首相的贺电,1972-11-10,1972-11,体育
寻歼残敌攻打据点截击敌军老挝川圹等省爱国军民取得新战果,1972-11-15,1972-11,体育
欢迎中国冶金技术考察组日本钢铁业界和国际贸促举行酒会,1972-12-07,1972-12,体育
几内亚（比绍）爱国武装英勇战斗伏击三连葡萄牙殖民军歼灭一批敌人,1972-12-12,1972-12,体育
长征黄文欢阮氏十等同志离京去莫斯科张春桥等同志到机场送行,1972-12-19,1972-12,体育
