冬奥会中国体育代表团成立,1998-01-20,1998-01,体育
李鹏会见爱尔兰外长  指出欧盟决定不再搞针对中国的提案是明智的,1998-02-25,1998-02,体育
中国队胜日本队总成绩列第二,1998-03-09,1998-03,体育
应从国民经济可持续发展的高度深入认识邯钢经验,1998-03-16,1998-03,体育
中国冰球队战胜西班牙队,1998-03-27,1998-03,体育
绿草茵茵，骏马奔驰，云南迪庆的赛马会吸引着众多的中外游客,1998-04-06,1998-04,体育
国球的魅力  国手的风采,1998-04-28,1998-04,体育
刘国梁打入决赛,1998-05-11,1998-05,体育
一球击败保加利亚  “绿鹰”飞进十六强（法兰西传真）,1998-06-20,1998-06,体育
龙舟运动的拓荒者,1998-06-27,1998-06,体育
江西宣布进入紧急防汛期  安徽全力保皖江大堤安全,1998-07-27,1998-07,体育
洞庭湖百万军民迎战第六次洪峰  两江洪峰夹击武汉军民枕戈待旦,1998-08-20,1998-08,体育
河北  增加投入扩大内需拉动经济快速发展（确保经济增长  支持抗洪斗争）,1998-08-23,1998-08,体育
霍华德大选抢先机（新闻分析）,1998-09-11,1998-09,体育
象棋世界棋王赛揭幕,1998-09-15,1998-09,体育
中国军事五项队夺四金,1998-09-16,1998-09,体育
走出低谷要靠创新（体坛絮语）,1998-09-17,1998-09,体育
中国队一胜一负,1998-10-16,1998-10,体育
中国女排勇胜俄罗斯队,1998-11-12,1998-11,体育
香港轻骑手夺得首枚奖牌  泰国射击队杀出一匹黑马,1998-12-08,1998-12,体育
亚运会各项比赛全面展开  中国选手勇夺六金,1998-12-08,1998-12,体育
中国女力士又破世界纪录,1998-12-12,1998-12,体育
